"Time","Accel_x","Accel_y","Accel_z","Gyro_x","Gyro_y","Gyro_z","Mag_x","Mag_y","Mag_z","Light","Compass"
"2026","-0.49799395","2.0015526","9.126697",,,,,,,,
"2026",,,,"-0.14274979","0.09055024","-0.0042611877",,,,,
"2027",,,,,,,,,,,"9.840280004220403"
"2030",,,,,,,"-13.5","10.4375","15.25",,
"2031",,,,"-0.16405573","0.10759499","0.0021305939",,,,,
"2032",,,,,,,,,,,"9.923651854550542"
"2036","-0.62249243","2.0590134","9.088389",,,,,,,,
"2036",,,,"-0.18749227","0.113986775","0.0031958907",,,,,
"2037",,,,,,,,,,,"10.00724397848137"
"2041",,,,"-0.20240642","0.120378554","-0.0021305939",,,,,
"2042",,,,,,,,,,,"10.094223876240562"
"2046","-0.6895301","2.1068976","9.011775",,,,,,,,
"2047",,,,"-0.2119941","0.120378554","-0.01384886",,,,,
"2048",,,,,,,,,,,"10.180897269260697"
"2049",,,,,,,"-13.8125","10.625","15.25",,
